Time (milliseconds),Channel 1 Data (μV),Channel 2 Data (μV),Channel 3 Data (μV),Channel 4 Data (μV),Channel 5 Data (μV),Channel 6 Data (μV),Channel 7 Data (μV),Channel 8 Data (μV),Channel 9 Data (μV),Channel 10 Data (μV),Channel 11 Data (μV),Channel 12 Data (μV),Channel 13 Data (μV),Channel 14 Data (μV),Channel 15 Data (μV),Channel 16 Data (μV),Channel 17 Data (μV),Channel 18 Data (μV),Channel 19 Data (μV),Channel 20 Data (μV),Channel 21 Data (μV),Extra Channel extra_1 Data (μV),Extra Channel extra_2 Data (μV),Extra Channel extra_3 Data (μV)
232.0,354640.66,356836.1,427328.16,10813.8,4725.376,17793.057,3317.304,25240.775,4462.736,12910.632,13327.104,3129.704,8127.904,15074.464,-2251.736,18815.207,11714.816,16239.728,13750.008,28492.688,27201.465,14215.792,46509.793,52675.938
236.0,354633.16,356828.6,427322.25,10424.664,4323.376,17493.432,2916.912,24941.152,4356.608,12666.216,13184.528,2791.488,7816.488,14679.968,-2574.408,18455.553,11540.616,15837.192,13452.528,28112.664,26870.752,13819.688,46266.984,52346.832
240.0,354639.56,356834.5,427336.72,10531.864,4442.368,17577.049,3039.656,25054.248,4393.056,12754.12,13232.232,2923.344,7925.296,14810.752,-2479.0,18579.904,11588.32,16002.816,13546.864,28257.385,26953.297,13969.768,46373.65,52489.406
244.0,354653.5,356847.9,427351.72,10656.752,4564.576,17676.744,3151.144,25121.248,4449.336,12820.048,13299.768,2991.416,7996.584,14910.984,-2379.304,18662.984,11659.608,16068.744,13626.728,28335.104,27066.928,14045.344,46420.816,52543.008
248.0,354655.66,356849.5,427350.66,10429.488,4351.248,17462.344,2899.224,24901.488,4324.448,12613.688,13135.216,2726.632,7738.768,14647.808,-2618.36,18397.129,11488.088,15784.664,13378.56,28082.648,26866.465,13769.304,46205.88,52277.688
252.0,354650.28,356844.16,427346.38,10856.144,4772.544,17838.615,3368.224,25292.232,4498.648,12957.8,13369.448,3169.904,8166.496,15120.024,-2205.64,18860.232,11761.984,16302.44,13785.384,28546.824,27245.416,14268.32,46547.312,52714.527
256.0,354640.66,356837.2,427342.1,10461.112,4361.968,17534.168,2956.576,24978.137,4394.128,12701.056,13215.08,2813.464,7839.536,14718.024,-2534.208,18482.352,11580.28,15860.24,13470.752,28151.256,26912.023,13848.096,46295.93,52381.137
260.0,354642.25,356842.53,427351.2,10514.176,4420.928,17558.287,3012.856,25030.129,4399.488,12732.144,13218.296,2886.36,7887.776,14783.416,-2499.904,18547.207,11574.384,15949.216,13513.096,28227.904,26941.504,13926.888,46348.457,52459.93
264.0,354657.25,356854.3,427366.2,10651.928,4556.536,17655.84,3129.168,25095.52,4441.296,12793.784,13273.504,2963.008,7965.496,14888.472,-2402.352,18631.896,11630.664,16031.224,13595.104,28307.768,27052.992,14008.896,46390.266,52510.848
268.0,354662.1,356858.62,427371.03,10471.296,4390.376,17468.775,2899.76,24898.271,4317.48,12600.288,13115.92,2718.592,7724.296,14668.176,-2610.32,18394.447,11469.328,15768.584,13368.376,28072.465,26871.824,13750.008,46186.047,52278.223
272.0,354654.6,356849.5,427363.53,10940.832,4851.872,17871.312,3396.096,25304.56,4499.72,12956.728,13357.656,3180.088,8172.928,15174.696,-2169.192,18888.104,11748.584,16301.904,13797.176,28557.008,27282.936,14268.856,46545.703,52739.184
276.0,354651.38,356847.38,427362.97,10566.168,4463.808,17578.656,2995.704,25004.936,4402.704,12708.56,13222.048,2824.184,7848.648,14781.808,-2490.256,18518.264,11582.424,15874.712,13494.872,28172.16,26957.049,13857.744,46304.504,52400.97
